ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
солир	солирын	солир-ын	N-GEN;SG	278
солир	солирт	солир-т	N-DAT;SG	14
солир	солирыг	солир-ыг	N-ACC;SG	65
солир	солироос	солир-оос	N-ABL;SG	21
солир	солироор	солир-оор	N-INS;SG	8
солир	солиртой	солир-той	N-COM;SG	22
солир	солироо	солир-оо	N-VOC;SG	2
уул	уулын	уул-ын	N-GEN;SG	16252
уул	уулд	уул-д	N-DAT;SG	28
уул	уулыг	уул-ыг	N-ACC;SG	1976
уул	уулаас	уул-аас	N-ABL;SG	226
уул	уулаар	уул-аар	N-INS;SG	199
уул	уултай	уул-тай	N-COM;SG	315
уул	уулаа	уул-аа	N-VOC;SG	1091
бэлхүүс	бэлхүүсийг	бэлхүүс-ийг	N-ACC;SG	25
бэлхүүс	бэлхүүсээс	бэлхүүс-ээс	N-ABL;SG	3
бэлхүүс	бэлхүүсээр	бэлхүүс-ээр	N-INS;SG	55
бэлхүүс	бэлхүүстэй	бэлхүүс-тэй	N-COM;SG	205
бэлхүүс	бэлхүүсээ	бэлхүүс-ээ	N-VOC;SG	60
харвин	харвинд	харвин-д	N-DAT;SG	1
харвин	харвинг	харвин-г	N-ACC;SG	30
харвин	харвинтай	харвин-тай	N-COM;SG	25
бонус	бонусын	бонус-ын	N-GEN;SG	47
бонус	бонуст	бонус-т	N-DAT;SG	4
бонус	бонусыг	бонус-ыг	N-ACC;SG	37
бонус	бонусаас	бонус-аас	N-ABL;SG	1
бонус	бонусаар	бонус-аар	N-INS;SG	10
бонус	бонустай	бонус-тай	N-COM;SG	48
бонус	бонусаа	бонус-аа	N-VOC;SG	28
ногдол	ногдолд	ногдол-д	N-DAT;SG	1
ногдол	ногдолтой	ногдол-той	N-COM;SG	2
хэрэгцээ	хэрэгцээг	хэрэгцээ-г	N-ACC;SG	9973
хэрэгцээ	хэрэгцээтэй	хэрэгцээ-тэй	N-COM;SG	5748
нуруу	нурууг	нуруу-г	N-ACC;SG	807
нуруу	нуруутай	нуруу-тай	N-COM;SG	1258
бэсрэг	бэсрэгийн	бэсрэг-ийн	N-GEN;SG	1
бэсрэг	бэсрэгт	бэсрэг-т	N-DAT;SG	1
бэсрэг	бэсрэгийг	бэсрэг-ийг	N-ACC;SG	1
бэсрэг	бэсрэгээс	бэсрэг-ээс	N-ABL;SG	1
бэсрэг	бэсрэгээр	бэсрэг-ээр	N-INS;SG	1
бэсрэг	бэсрэгтэй	бэсрэг-тэй	N-COM;SG	1
бэсрэг	бэсрэгээ	бэсрэг-ээ	N-VOC;SG	1
зардал	зардалд	зардал-д	N-DAT;SG	3749
зардал	зардалтай	зардал-тай	N-COM;SG	930
өгзөг	өгзөгтэй	өгзөг-тэй	N-COM;SG	379
хондлой	хондлойн	хондлой-н	N-GEN;SG	1
хондлой	хондлойд	хондлой-д	N-DAT;SG	1
хондлой	хондлойг	хондлой-г	N-ACC;SG	1
хондлой	хондлойтой	хондлой-той	N-COM;SG	1
хонго	хонготой	хонго-той	N-COM;SG	3
бөгс	бөгсийг	бөгс-ийг	N-ACC;SG	211
бөгс	бөгсөөр	бөгс-өөр	N-INS;SG	21
бөгс	бөгстэй	бөгс-тэй	N-COM;SG	75
бөгс	бөгсөө	бөгс-өө	N-VOC;SG	207
тайрдас	тайрдастай	тайрдас-тай	N-COM;SG	1
цалин	цалинд	цалин-д	N-DAT;SG	300
цалин	цалинг	цалин-г	N-ACC;SG	9603
цалин	цалинтай	цалин-тай	N-COM;SG	6717
атга	атгад	атга-д	N-DAT;SG	1
атга	атгатай	атга-тай	N-COM;SG	1
алга	алгатай	алга-тай	N-COM;SG	18
жим	жимийн	жим-ийн	N-GEN;SG	43
жим	жимд	жим-д	N-DAT;SG	69
жим	жимийг	жим-ийг	N-ACC;SG	81
жим	жимээс	жим-ээс	N-ABL;SG	10
жим	жимээр	жим-ээр	N-INS;SG	535
жим	жимтэй	жим-тэй	N-COM;SG	11
жим	жимээ	жим-ээ	N-VOC;SG	23
хойг	хойгийн	хойг-ийн	N-GEN;SG	1989
хойг	хойгт	хойг-т	N-DAT;SG	1062
хойг	хойгийг	хойг-ийг	N-ACC;SG	944
хойг	хойгоос	хойг-оос	N-ABL;SG	68
хойг	хойгоор	хойг-оор	N-INS;SG	13
хойг	хойгтой	хойг-той	N-COM;SG	22
хойг	хойгоо	хойг-оо	N-VOC;SG	3
эрхэс	эрхэст	эрхэс-т	N-DAT;SG	29
эрхэс	эрхэстэй	эрхэс-тэй	N-COM;SG	15
гараг	гарагт	гараг-т	N-DAT;SG	19862
гараг	гарагтай	гараг-тай	N-COM;SG	99
хуваарилалт	хуваарилалтын	хуваарилалт-ын	N-GEN;SG	760
хуваарилалт	хуваарилалтыг	хуваарилалт-ыг	N-ACC;SG	896
хуваарилалт	хуваарилалтаас	хуваарилалт-аас	N-ABL;SG	91
хуваарилалт	хуваарилалтаар	хуваарилалт-аар	N-INS;SG	71
хуваарилалт	хуваарилалттай	хуваарилалт-тай	N-COM;SG	120
хуваарилалт	хуваарилалтаа	хуваарилалт-аа	N-VOC;SG	48
солонго	солонгод	солонго-д	N-DAT;SG	2
солонго	солонготой	солонго-той	N-COM;SG	18
барьцалдаа	барьцалдааг	барьцалдаа-г	N-ACC;SG	1
барьцалдаа	барьцалдаатай	барьцалдаа-тай	N-COM;SG	1
наалдац	наалдцад	наалдца-д	N-DAT;SG	1
наалдац	наалдацтай	наалдац-тай	N-COM;SG	93
наалт	наалтын	наалт-ын	N-GEN;SG	19
наалт	наалтыг	наалт-ыг	N-ACC;SG	152
наалт	наалтаас	наалт-аас	N-ABL;SG	3
наалт	наалтаар	наалт-аар	N-INS;SG	16
наалт	наалттай	наалт-тай	N-COM;SG	146
наалт	наалтаа	наалт-аа	N-VOC;SG	11
бугуй	бугуйн	бугуй-н	N-GEN;SG	1534
бугуй	бугуйд	бугуй-д	N-DAT;SG	32
бугуй	бугуйг	бугуй-г	N-ACC;SG	34
бугуй	бугуйтай	бугуй-тай	N-COM;SG	1
торгууль	торгуульд	торгууль-д	N-DAT;SG	103
торгууль	торгуулиас	торгуули-ас	N-ABL;SG	75
торгууль	торгуулиар	торгуули-ар	N-INS;SG	112
торгууль	торгуультай	торгууль-тай	N-COM;SG	121
торгууль	торгуулиа	торгуули-а	N-VOC;SG	208
төлбөр	төлбөрийн	төлбөр-ийн	N-GEN;SG	22490
төлбөр	төлбөрт	төлбөр-т	N-DAT;SG	4751
төлбөр	төлбөрийг	төлбөр-ийг	N-ACC;SG	13226
төлбөр	төлбөрөөс	төлбөр-өөс	N-ABL;SG	1980
төлбөр	төлбөрөөр	төлбөр-өөр	N-INS;SG	364
төлбөр	төлбөртэй	төлбөр-тэй	N-COM;SG	4737
төлбөр	төлбөрөө	төлбөр-өө	N-VOC;SG	7115
тэнгэр	тэнгэрийн	тэнгэр-ийн	N-GEN;SG	8356
тэнгэр	тэнгэрт	тэнгэр-т	N-DAT;SG	4564
тэнгэр	тэнгэрийг	тэнгэр-ийг	N-ACC;SG	814
тэнгэр	тэнгэрээс	тэнгэр-ээс	N-ABL;SG	1745
тэнгэр	тэнгэрээр	тэнгэр-ээр	N-INS;SG	114
тэнгэр	тэнгэртэй	тэнгэр-тэй	N-COM;SG	354
тэнгэр	тэнгэрээ	тэнгэр-ээ	N-VOC;SG	161
салтаа	салтааг	салтаа-г	N-ACC;SG	1
салтаа	салтаатай	салтаа-тай	N-COM;SG	1
цавь	цавиар	цави-ар	N-INS;SG	3
цавь	цавьтай	цавь-тай	N-COM;SG	1
цавь	цавиа	цави-а	N-VOC;SG	1
татвар	татварын	татвар-ын	N-GEN;SG	37329
татвар	татварт	татвар-т	N-DAT;SG	1259
татвар	татварыг	татвар-ыг	N-ACC;SG	8677
татвар	татвараас	татвар-аас	N-ABL;SG	5876
татвар	татвараар	татвар-аар	N-INS;SG	781
татвар	татвартай	татвар-тай	N-COM;SG	850
татвар	татвараа	татвар-аа	N-VOC;SG	4547
чамархай	чамархайн	чамархай-н	N-GEN;SG	28
чамархай	чамархайд	чамархай-д	N-DAT;SG	6
чамархай	чамархайг	чамархай-г	N-ACC;SG	1
чамархай	чамархайтай	чамархай-тай	N-COM;SG	1
хацар	хацарт	хацар-т	N-DAT;SG	2952
хацар	хацартай	хацар-тай	N-COM;SG	143
тэнгис	тэнгисийн	тэнгис-ийн	N-GEN;SG	5764
тэнгис	тэнгист	тэнгис-т	N-DAT;SG	1303
тэнгис	тэнгисийг	тэнгис-ийг	N-ACC;SG	298
тэнгис	тэнгисээс	тэнгис-ээс	N-ABL;SG	231
тэнгис	тэнгисээр	тэнгис-ээр	N-INS;SG	225
тэнгис	тэнгистэй	тэнгис-тэй	N-COM;SG	74
тэнгис	тэнгисээ	тэнгис-ээ	N-VOC;SG	3
танил	танилын	танил-ын	N-GEN;SG	661
танил	танилд	танил-д	N-DAT;SG	24
танил	танилыг	танил-ыг	N-ACC;SG	23
танил	танилаас	танил-аас	N-ABL;SG	48
танил	танилаар	танил-аар	N-INS;SG	11
танил	танилтай	танил-тай	N-COM;SG	371
танил	танилаа	танил-аа	N-VOC;SG	156
үнэлэмж	үнэлэмжийн	үнэлэмж-ийн	N-GEN;SG	457
үнэлэмж	үнэлэмжийг	үнэлэмж-ийг	N-ACC;SG	1581
үнэлэмж	үнэлэмжээс	үнэлэмж-ээс	N-ABL;SG	21
үнэлэмж	үнэлэмжээр	үнэлэмж-ээр	N-INS;SG	181
үнэлэмж	үнэлэмжтэй	үнэлэмж-тэй	N-COM;SG	207
үнэлэмж	үнэлэмжээ	үнэлэмж-ээ	N-VOC;SG	146
логик	логикийн	логик-ийн	N-GEN;SG	306
логик	логикт	логик-т	N-DAT;SG	42
логик	логикийг	логик-ийг	N-ACC;SG	148
логик	логикоос	логик-оос	N-ABL;SG	17
логик	логикоор	логик-оор	N-INS;SG	343
логик	логиктой	логик-той	N-COM;SG	265
логик	логикоо	логик-оо	N-VOC;SG	5
зөн	зөнд	зөн-д	N-DAT;SG	542
зөн	зөнг	зөн-г	N-ACC;SG	37
зөн	зөнтэй	зөн-тэй	N-COM;SG	319
нийгэм	нийгэмд	нийгэм-д	N-DAT;SG	26219
нийгэм	нийгэмтэй	нийгэм-тэй	N-COM;SG	482
хувьцаа	хувьцааг	хувьцаа-г	N-ACC;SG	7539
хувьцаа	хувьцаатай	хувьцаа-тай	N-COM;SG	603
сампин	сампинд	сампин-д	N-DAT;SG	4
сампин	сампинг	сампин-г	N-ACC;SG	5
сампин	сампинтай	сампин-тай	N-COM;SG	3
зүүд	зүүдийг	зүүд-ийг	N-ACC;SG	340
зүүд	зүүдээс	зүүд-ээс	N-ABL;SG	2
зүүд	зүүдээр	зүүд-ээр	N-INS;SG	79
зүүд	зүүдтэй	зүүд-тэй	N-COM;SG	36
зүүд	зүүдээ	зүүд-ээ	N-VOC;SG	421
хурдасгуур	хурдасгуурын	хурдасгуур-ын	N-GEN;SG	39
хурдасгуур	хурдасгуурт	хурдасгуур-т	N-DAT;SG	47
хурдасгуур	хурдасгуурыг	хурдасгуур-ыг	N-ACC;SG	24
хурдасгуур	хурдасгуураас	хурдасгуур-аас	N-ABL;SG	1
хурдасгуур	хурдасгуураар	хурдасгуур-аар	N-INS;SG	2
хурдасгуур	хурдасгууртай	хурдасгуур-тай	N-COM;SG	5
хурдасгуур	хурдасгуураа	хурдасгуур-аа	N-VOC;SG	4
цайз	цайзын	цайз-ын	N-GEN;SG	265
цайз	цайзыг	цайз-ыг	N-ACC;SG	167
цайз	цайзаас	цайз-аас	N-ABL;SG	40
цайз	цайзаар	цайз-аар	N-INS;SG	9
цайз	цайзтай	цайз-тай	N-COM;SG	13
цайз	цайзаа	цайз-аа	N-VOC;SG	10
хэрэм	хэрэмд	хэрэм-д	N-DAT;SG	16
хэрэм	хэрэмтэй	хэрэм-тэй	N-COM;SG	56
тохиргоо	тохиргоог	тохиргоо-г	N-ACC;SG	1666
тохиргоо	тохиргоотой	тохиргоо-той	N-COM;SG	299
капитал	капиталын	капитал-ын	N-GEN;SG	479
капитал	капиталд	капитал-д	N-DAT;SG	56
капитал	капиталыг	капитал-ыг	N-ACC;SG	217
капитал	капиталаас	капитал-аас	N-ABL;SG	19
капитал	капиталаар	капитал-аар	N-INS;SG	16
капитал	капиталтай	капитал-тай	N-COM;SG	56
капитал	капиталаа	капитал-аа	N-VOC;SG	56
товхимол	товхимолд	товхимол-д	N-DAT;SG	150
товхимол	товхимолтой	товхимол-той	N-COM;SG	6
агааржуулагч	агааржуулагчийн	агааржуулагч-ийн	N-GEN;SG	35
агааржуулагч	агааржуулагчийг	агааржуулагч-ийг	N-ACC;SG	52
агааржуулагч	агааржуулагчаас	агааржуулагч-аас	N-ABL;SG	2
агааржуулагч	агааржуулагчаар	агааржуулагч-аар	N-INS;SG	4
агааржуулагч	агааржуулагчтай	агааржуулагч-тай	N-COM;SG	48
агааржуулагч	агааржуулагчаа	агааржуулагч-аа	N-VOC;SG	17
зуслан	зусланд	зуслан-д	N-DAT;SG	1503
зуслан	зусланг	зуслан-г	N-ACC;SG	114
зуслан	зуслантай	зуслан-тай	N-COM;SG	59
хуримтлал	хуримтлалын	хуримтлал-ын	N-GEN;SG	1308
хуримтлал	хуримтлалд	хуримтлал-д	N-DAT;SG	93
хуримтлал	хуримтлалыг	хуримтлал-ыг	N-ACC;SG	582
хуримтлал	хуримтлалаас	хуримтлал-аас	N-ABL;SG	68
хуримтлал	хуримтлалаар	хуримтлал-аар	N-INS;SG	50
хуримтлал	хуримтлалтай	хуримтлал-тай	N-COM;SG	526
хуримтлал	хуримтлалаа	хуримтлал-аа	N-VOC;SG	227
онгоц	онгоцыг	онгоц-ыг	N-ACC;SG	2699
онгоц	онгоцоор	онгоц-оор	N-INS;SG	3036
онгоц	онгоцтой	онгоц-той	N-COM;SG	606
онгоц	онгоцоо	онгоц-оо	N-VOC;SG	508
цомог	цомогт	цомог-т	N-DAT;SG	1093
цомог	цомогтой	цомог-той	N-COM;SG	76
чих	чихийг	чих-ийг	N-ACC;SG	611
чих	чихээр	чих-ээр	N-INS;SG	209
чих	чихтэй	чих-тэй	N-COM;SG	421
чих	чихээ	чих-ээ	N-VOC;SG	635
санхүү	санхүүд	санхүү-д	N-DAT;SG	357
санхүү	санхүүг	санхүү-г	N-ACC;SG	744
санхүү	санхүүтэй	санхүү-тэй	N-COM;SG	640
сувд	сувдын	сувд-ын	N-GEN;SG	7
сувд	сувдыг	сувд-ыг	N-ACC;SG	75
сувд	сувдаас	сувд-аас	N-ABL;SG	1
сувд	сувдаар	сувд-аар	N-INS;SG	33
сувд	сувдтай	сувд-тай	N-COM;SG	15
сувд	сувдаа	сувд-аа	N-VOC;SG	12
заншил	заншилд	заншил-д	N-DAT;SG	334
заншил	заншилтай	заншил-тай	N-COM;SG	994
хэвшил	хэвшилд	хэвшил-д	N-DAT;SG	1564
хэвшил	хэвшилтэй	хэвшил-тэй	N-COM;SG	703
хөрөнгөтөн	хөрөнгөтөнд	хөрөнгөтөн-д	N-DAT;SG	7
хөрөнгөтөн	хөрөнгөтөнтэй	хөрөнгөтөн-тэй	N-COM;SG	2
бульдозер	бульдозерын	бульдозер-ын	N-GEN;SG	26
бульдозер	бульдозерт	бульдозер-т	N-DAT;SG	1
бульдозер	бульдозерыг	бульдозер-ыг	N-ACC;SG	14
бульдозер	бульдозероос	бульдозер-оос	N-ABL;SG	1
бульдозер	бульдозероор	бульдозер-оор	N-INS;SG	11
бульдозер	бульдозертой	бульдозер-той	N-COM;SG	7
бульдозер	бульдозероо	бульдозер-оо	N-VOC;SG	1
авьяастан	авьяастанд	авьяастан-д	N-DAT;SG	8
авьяастан	авьяастантай	авьяастан-тай	N-COM;SG	3
мастер	мастерын	мастер-ын	N-GEN;SG	519
мастер	мастерт	мастер-т	N-DAT;SG	175
мастер	мастерыг	мастер-ыг	N-ACC;SG	32
мастер	мастераас	мастер-аас	N-ABL;SG	32
мастер	мастераар	мастер-аар	N-INS;SG	98
мастер	мастертай	мастер-тай	N-COM;SG	67
мастер	мастераа	мастер-аа	N-VOC;SG	38
амраг	амрагийн	амраг-ийн	N-GEN;SG	668
амраг	амрагт	амраг-т	N-DAT;SG	30
амраг	амрагийг	амраг-ийг	N-ACC;SG	59
амраг	амрагаас	амраг-аас	N-ABL;SG	22
амраг	амрагаар	амраг-аар	N-INS;SG	26
амраг	амрагтай	амраг-тай	N-COM;SG	717
амраг	амрагаа	амраг-аа	N-VOC;SG	171
барцад	барцдад	барцда-д	N-DAT;SG	1
барцад	барцадтай	барцад-тай	N-COM;SG	63
ботаник	ботаникийн	ботаник-ийн	N-GEN;SG	104
ботаник	ботаникт	ботаник-т	N-DAT;SG	1
ботаник	ботаникийг	ботаник-ийг	N-ACC;SG	1
ботаник	ботаникаас	ботаник-аас	N-ABL;SG	1
ботаник	ботаникаар	ботаник-аар	N-INS;SG	1
ботаник	ботаниктай	ботаник-тай	N-COM;SG	1
ботаник	ботаникаа	ботаник-аа	N-VOC;SG	1
архитектур	архитектурын	архитектур-ын	N-GEN;SG	1415
архитектур	архитектурт	архитектур-т	N-DAT;SG	40
архитектур	архитектурыг	архитектур-ыг	N-ACC;SG	135
архитектур	архитектураас	архитектур-аас	N-ABL;SG	7
архитектур	архитектураар	архитектур-аар	N-INS;SG	16
архитектур	архитектуртай	архитектур-тай	N-COM;SG	59
архитектур	архитектураа	архитектур-аа	N-VOC;SG	3
өмхий	өмхийийн	өмхий-ийн	N-GEN;SG	1
өмхий	өмхийд	өмхий-д	N-DAT;SG	6
өмхий	өмхийийг	өмхий-ийг	N-ACC;SG	1
өмхий	өмхийээс	өмхий-ээс	N-ABL;SG	1
өмхий	өмхийээр	өмхий-ээр	N-INS;SG	1
өмхий	өмхийтэй	өмхий-тэй	N-COM;SG	2
өмхий	өмхийээ	өмхий-ээ	N-VOC;SG	1
урлал	урлалын	урлал-ын	N-GEN;SG	3041
урлал	урлалд	урлал-д	N-DAT;SG	148
урлал	урлалыг	урлал-ыг	N-ACC;SG	230
урлал	урлалаас	урлал-аас	N-ABL;SG	21
урлал	урлалаар	урлал-аар	N-INS;SG	82
урлал	урлалтай	урлал-тай	N-COM;SG	33
урлал	урлалаа	урлал-аа	N-VOC;SG	83
редактор	редакторын	редактор-ын	N-GEN;SG	131
редактор	редакторт	редактор-т	N-DAT;SG	13
редактор	редакторыг	редактор-ыг	N-ACC;SG	26
редактор	редактораас	редактор-аас	N-ABL;SG	2
редактор	редактораар	редактор-аар	N-INS;SG	76
редактор	редактортай	редактор-тай	N-COM;SG	6
редактор	редактораа	редактор-аа	N-VOC;SG	1
чансаа	чансааг	чансаа-г	N-ACC;SG	1288
чансаа	чансаатай	чансаа-тай	N-COM;SG	721
бонд	бондын	бонд-ын	N-GEN;SG	5431
бонд	бондыг	бонд-ыг	N-ACC;SG	1317
бонд	бондоос	бонд-оос	N-ABL;SG	444
бонд	бондоор	бонд-оор	N-INS;SG	430
бонд	бондтой	бонд-той	N-COM;SG	106
бонд	бондоо	бонд-оо	N-VOC;SG	173
төсөв	төсөвт	төсөв-т	N-DAT;SG	22105
төсөв	төсөвтэй	төсөв-тэй	N-COM;SG	1429
загатнаа	загатнааг	загатнаа-г	N-ACC;SG	15
загатнаа	загатнаатай	загатнаа-тай	N-COM;SG	5
робот	роботын	робот-ын	N-GEN;SG	768
робот	роботыг	робот-ыг	N-ACC;SG	401
робот	роботоос	робот-оос	N-ABL;SG	43
робот	роботоор	робот-оор	N-INS;SG	97
робот	роботтой	робот-той	N-COM;SG	70
робот	роботоо	робот-оо	N-VOC;SG	39
исэлдэлт	исэлдэлтийн	исэлдэлт-ийн	N-GEN;SG	61
исэлдэлт	исэлдэлтийг	исэлдэлт-ийг	N-ACC;SG	2
исэлдэлт	исэлдэлтээс	исэлдэлт-ээс	N-ABL;SG	9
исэлдэлт	исэлдэлтээр	исэлдэлт-ээр	N-INS;SG	1
исэлдэлт	исэлдэлттэй	исэлдэлт-тэй	N-COM;SG	1
исэлдэлт	исэлдэлтээ	исэлдэлт-ээ	N-VOC;SG	1
сүүдрэвч	сүүдрэвчийн	сүүдрэвч-ийн	N-GEN;SG	9
сүүдрэвч	сүүдрэвчийг	сүүдрэвч-ийг	N-ACC;SG	15
сүүдрэвч	сүүдрэвчээр	сүүдрэвч-ээр	N-INS;SG	1
сүүдрэвч	сүүдрэвчтэй	сүүдрэвч-тэй	N-COM;SG	39
сүүдрэвч	сүүдрэвчээ	сүүдрэвч-ээ	N-VOC;SG	3
гогцоо	гогцоог	гогцоо-г	N-ACC;SG	53
гогцоо	гогцоотой	гогцоо-той	N-COM;SG	14
үүргэвч	үүргэвчийг	үүргэвч-ийг	N-ACC;SG	36
үүргэвч	үүргэвчээр	үүргэвч-ээр	N-INS;SG	5
үүргэвч	үүргэвчтэй	үүргэвч-тэй	N-COM;SG	255
үүргэвч	үүргэвчээ	үүргэвч-ээ	N-VOC;SG	167
богц	богцыг	богц-ыг	N-ACC;SG	19
богц	богцоор	богц-оор	N-INS;SG	1
богц	богцтой	богц-той	N-COM;SG	12
богц	богцоо	богц-оо	N-VOC;SG	42
адилсал	адилсалд	адилсал-д	N-DAT;SG	1
адилсал	адилсалтай	адилсал-тай	N-COM;SG	1
ижилсэл	ижилсэлд	ижилсэл-д	N-DAT;SG	2
ижилсэл	ижилсэлтэй	ижилсэл-тэй	N-COM;SG	2
тагт	тагтыг	тагт-ыг	N-ACC;SG	35
тагт	тагтаар	тагт-аар	N-INS;SG	24
тагт	тагттай	тагт-тай	N-COM;SG	259
тагт	тагтаа	тагт-аа	N-VOC;SG	677
ялгавар	ялгаварт	ялгавар-т	N-DAT;SG	41
ялгавар	ялгавартай	ялгавар-тай	N-COM;SG	784
зар	зарын	зар-ын	N-GEN;SG	2139
зар	зард	зар-д	N-DAT;SG	280
зар	зарыг	зар-ыг	N-ACC;SG	1393
зар	зараас	зар-аас	N-ABL;SG	86
зар	зараар	зар-аар	N-INS;SG	109
зар	зартай	зар-тай	N-COM;SG	405
зар	зараа	зар-аа	N-VOC;SG	700
гэгээрэл	гэгээрэлд	гэгээрэл-д	N-DAT;SG	607
гэгээрэл	гэгээрэлтэй	гэгээрэл-тэй	N-COM;SG	9
хайгуул	хайгуулын	хайгуул-ын	N-GEN;SG	7690
хайгуул	хайгуулд	хайгуул-д	N-DAT;SG	213
хайгуул	хайгуулыг	хайгуул-ыг	N-ACC;SG	231
хайгуул	хайгуулаас	хайгуул-аас	N-ABL;SG	50
хайгуул	хайгуулаар	хайгуул-аар	N-INS;SG	86
хайгуул	хайгуултай	хайгуул-тай	N-COM;SG	29
хайгуул	хайгуулаа	хайгуул-аа	N-VOC;SG	95
шинжилгээ	шинжилгээг	шинжилгээ-г	N-ACC;SG	3081
шинжилгээ	шинжилгээтэй	шинжилгээ-тэй	N-COM;SG	200
индукц	индукцийн	индукц-ийн	N-GEN;SG	101
индукц	индукцийг	индукц-ийг	N-ACC;SG	1
индукц	индукцээс	индукц-ээс	N-ABL;SG	1
индукц	индукцээр	индукц-ээр	N-INS;SG	5
индукц	индукцтэй	индукц-тэй	N-COM;SG	1
индукц	индукцээ	индукц-ээ	N-VOC;SG	1
ялгаруулалт	ялгаруулалтын	ялгаруулалт-ын	N-GEN;SG	67
ялгаруулалт	ялгаруулалтыг	ялгаруулалт-ыг	N-ACC;SG	267
ялгаруулалт	ялгаруулалтаас	ялгаруулалт-аас	N-ABL;SG	2
ялгаруулалт	ялгаруулалтаар	ялгаруулалт-аар	N-INS;SG	12
ялгаруулалт	ялгаруулалттай	ялгаруулалт-тай	N-COM;SG	13
ялгаруулалт	ялгаруулалтаа	ялгаруулалт-аа	N-VOC;SG	15
мэргэ	мэргэтэй	мэргэ-тэй	N-COM;SG	1
хувьсал	хувьсалд	хувьсал-д	N-DAT;SG	85
хувьсал	хувьсалтай	хувьсал-тай	N-COM;SG	18
бясалгал	бясалгалын	бясалгал-ын	N-GEN;SG	1068
бясалгал	бясалгалд	бясалгал-д	N-DAT;SG	314
бясалгал	бясалгалыг	бясалгал-ыг	N-ACC;SG	281
бясалгал	бясалгалаас	бясалгал-аас	N-ABL;SG	24
бясалгал	бясалгалаар	бясалгал-аар	N-INS;SG	173
бясалгал	бясалгалтай	бясалгал-тай	N-COM;SG	22
бясалгал	бясалгалаа	бясалгал-аа	N-VOC;SG	103
үнэлэлт	үнэлэлтийн	үнэлэлт-ийн	N-GEN;SG	42
үнэлэлт	үнэлэлтийг	үнэлэлт-ийг	N-ACC;SG	91
үнэлэлт	үнэлэлтээс	үнэлэлт-ээс	N-ABL;SG	6
үнэлэлт	үнэлэлтээр	үнэлэлт-ээр	N-INS;SG	15
үнэлэлт	үнэлэлттэй	үнэлэлт-тэй	N-COM;SG	22
үнэлэлт	үнэлэлтээ	үнэлэлт-ээ	N-VOC;SG	6
хүслэн	хүслэнд	хүслэн-д	N-DAT;SG	35
хүслэн	хүслэнг	хүслэн-г	N-ACC;SG	10
хүслэн	хүслэнтэй	хүслэн-тэй	N-COM;SG	20
сүлбэлдээн	сүлбэлдээний	сүлбэлдээн-ий	N-GEN;SG	1
сүлбэлдээн	сүлбэлдээнд	сүлбэлдээн-д	N-DAT;SG	3
сүлбэлдээн	сүлбэлдээнийг	сүлбэлдээн-ийг	N-ACC;SG	1
сүлбэлдээн	сүлбэлдээнээс	сүлбэлдээн-ээс	N-ABL;SG	1
сүлбэлдээн	сүлбэлдээнээр	сүлбэлдээн-ээр	N-INS;SG	1
сүлбэлдээн	сүлбэлдээнтэй	сүлбэлдээн-тэй	N-COM;SG	1
сүлбэлдээн	сүлбэлдээнээ	сүлбэлдээн-ээ	N-VOC;SG	1
хуйвалдаан	хуйвалдааны	хуйвалдаан-ы	N-GEN;SG	489
хуйвалдаан	хуйвалдаанд	хуйвалдаан-д	N-DAT;SG	102
хуйвалдаан	хуйвалдааныг	хуйвалдаан-ыг	N-ACC;SG	159
хуйвалдаан	хуйвалдаанаас	хуйвалдаан-аас	N-ABL;SG	44
хуйвалдаан	хуйвалдаанаар	хуйвалдаан-аар	N-INS;SG	92
хуйвалдаан	хуйвалдаантай	хуйвалдаан-тай	N-COM;SG	10
хуйвалдаан	хуйвалдаанаа	хуйвалдаан-аа	N-VOC;SG	30
сорилго	сорилгод	сорилго-д	N-DAT;SG	34
сорилго	сорилготой	сорилго-той	N-COM;SG	1
зөгнөл	зөгнөлийн	зөгнөл-ийн	N-GEN;SG	162
зөгнөл	зөгнөлд	зөгнөл-д	N-DAT;SG	79
зөгнөл	зөгнөлийг	зөгнөл-ийг	N-ACC;SG	114
зөгнөл	зөгнөлөөс	зөгнөл-өөс	N-ABL;SG	24
зөгнөл	зөгнөлөөр	зөгнөл-өөр	N-INS;SG	27
зөгнөл	зөгнөлтэй	зөгнөл-тэй	N-COM;SG	30
зөгнөл	зөгнөлөө	зөгнөл-өө	N-VOC;SG	23
тэлээ	тэлээг	тэлээ-г	N-ACC;SG	16
тэлээ	тэлээтэй	тэлээ-тэй	N-COM;SG	4
уншлага	уншлагад	уншлага-д	N-DAT;SG	58
уншлага	уншлагатай	уншлага-тай	N-COM;SG	40
шүлсэвч	шүлсэвчийн	шүлсэвч-ийн	N-GEN;SG	1
шүлсэвч	шүлсэвчийг	шүлсэвч-ийг	N-ACC;SG	1
шүлсэвч	шүлсэвчээс	шүлсэвч-ээс	N-ABL;SG	1
шүлсэвч	шүлсэвчээр	шүлсэвч-ээр	N-INS;SG	1
шүлсэвч	шүлсэвчтэй	шүлсэвч-тэй	N-COM;SG	1
шүлсэвч	шүлсэвчээ	шүлсэвч-ээ	N-VOC;SG	1
хүлээс	хүлээсийг	хүлээс-ийг	N-ACC;SG	96
