ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
depo	depomuzda	depo-muz-da	N-PSS1P-LOC	4
depo	depolarımızı	depo-lar-ımız-ı	N-PL-PSS1P-ACC	3
depo	depolarımızın	depo-lar-ımız-ın	N-PL-PSS1P-GEN	2
depo	depoyu	depo-yu	N-ACC	9
depo	depoların	depo-lar-ın	N-PL-GEN	31
depo	depodan	depo-dan	N-ABL	14
depo	depolarının	depo-lar-ı-nın	N-PL-PSS3S-GEN	32
depo	depolarımızda	depo-lar-ımız-da	N-PL-PSS1P-LOC	1
depo	depomuza	depo-muz-a	N-PSS1P-DAT	5
depo	depolar	depo-lar	N-PL	62
depo	depoları	depo-ları	N-PSS3P	78
depo	depoda	depo-da	N-LOC	26
depo	depo	depo	N	434
depo	depolara	depo-lar-a	N-PL-DAT	17
depo	deposunun	depo-su-nun	N-PSS3S-GEN	25
depo	deponun	depo-nun	N-GEN	21
depo	depolarda	depo-lar-da	N-PL-LOC	49
depo	deponuz	depo-nuz	N-PSS2P	1
depo	deponuza	depo-nuz-a	N-PSS2P-DAT	1
depo	deponuzda	depo-nuz-da	N-PSS2P-LOC	2
depo	depoya	depo-ya	N-DAT	42
depo	depomuz	depo-muz	N-PSS1P	3
depo	depolarımıza	depo-lar-ımız-a	N-PL-PSS1P-DAT	1
depo	deposu	depo-su	N-PSS3S	162
depo	depolardan	depo-lar-dan	N-PL-ABL	12
depresyon	depresyonlar	depresyon-lar	N-PL	2
depresyon	depresyonlara	depresyon-lar-a	N-PL-DAT	2
depresyon	depresyonlardan	depresyon-lar-dan	N-PL-ABL	1
depresyon	depresyonun	depresyon-un	N-GEN	29
depresyon	depresyona	depresyon-a	N-DAT	27
depresyon	depresyonu	depresyon-u	N-PSS3S	49
depresyon	depresyonların	depresyon-lar-ın	N-PL-GEN	1
depresyon	depresyonları	depresyon-lar-ı	N-PL-PSS3S	1
depresyon	depresyondan	depresyon-dan	N-ABL	6
depresyon	depresyonlarda	depresyon-lar-da	N-PL-LOC	2
depresyon	depresyonda	depresyon-da	N-LOC	11
depresyon	depresyon	depresyon	N	216
derece	dereceyi	derece-yi	N-ACC	33
derece	derecelerin	derece-ler-in	N-PL-GEN	10
derece	dereceden	derece-den	N-ABL	124
derece	derecelerinin	derece-ler-i-nin	N-PL-PSS3S-GEN	30
derece	dereceler	derece-ler	N-PL	73
derece	dereceleri	derece-ler-i	N-PL-ACC	137
derece	derecemizin	derece-miz-in	N-PSS1P-GEN	1
derece	derecenizi	derece-niz-i	N-PSS2P-ACC	1
derece	derecede	derece-de	N-LOC	1268
derece	derece	derece	N	3021
derece	derecelere	derece-ler-e	N-PL-DAT	17
derece	derecesinin	derece-si-nin	N-PSS3S-GEN	71
derece	derecenin	derece-nin	N-GEN	65
derece	derecelerimiz	derece-ler-imiz	N-PL-PSS1P	2
derece	derecelerde	derece-ler-de	N-PL-LOC	63
derece	dereceniz	derece-niz	N-PSS2P	2
derece	dereceye	derece-ye	N-DAT	320
derece	derecemizi	derece-miz-i	N-PSS1P-ACC	1
derece	derecemiz	derece-miz	N-PSS1P	1
derece	derecesi	derece-si	N-PSS3S	495
derece	derecelerden	derece-ler-den	N-PL-ABL	5
dergi	dergimizde	dergi-miz-de	N-PSS1P-LOC	34
dergi	dergilerimizi	dergi-ler-imiz-i	N-PL-PSS1P-ACC	1
dergi	dergilerinizin	dergi-ler-iniz-in	N-PL-PSS2P-GEN	2
dergi	dergilerimizin	dergi-ler-imiz-in	N-PL-PSS1P-GEN	2
dergi	dergiyi	dergi-yi	N-ACC	90
dergi	dergilerin	dergi-ler-in	N-PL-GEN	110
dergi	dergiden	dergi-den	N-ABL	17
dergi	dergilerinin	dergi-ler-i-nin	N-PL-PSS3S-GEN	26
dergi	dergilerinizi	dergi-ler-iniz-i	N-PL-PSS2P-ACC	3
dergi	dergilerimizde	dergi-ler-imiz-de	N-PL-PSS1P-LOC	1
dergi	dergimize	dergi-miz-e	N-PSS1P-DAT	28
dergi	dergiler	dergi-ler	N-PL	165
dergi	dergileri	dergi-ler-i	N-PL-ACC	87
dergi	derginizin	dergi-niz-in	N-PSS2P-GEN	15
dergi	dergimizin	dergi-miz-in	N-PSS1P-GEN	85
dergi	derginizi	dergi-niz-i	N-PSS2P-ACC	7
dergi	dergide	dergi-de	N-LOC	169
dergi	dergi	dergi	N	775
dergi	dergilerimizden	dergi-ler-imiz-den	N-PL-PSS1P-ABL	1
dergi	dergilerinize	dergi-ler-iniz-e	N-PL-PSS2P-DAT	1
dergi	dergilere	dergi-ler-e	N-PL-DAT	32
dergi	dergisinin	dergi-si-nin	N-PSS3S-GEN	204
dergi	derginizden	dergi-niz-den	N-PSS2P-ABL	2
dergi	derginin	dergi-nin	N-GEN	262
dergi	dergilerimiz	dergi-ler-imiz	N-PL-PSS1P	5
dergi	dergilerde	dergi-ler-de	N-PL-LOC	180
dergi	derginiz	dergi-niz	N-PSS2P	10
dergi	dergimizden	dergi-miz-den	N-PSS1P-ABL	2
dergi	derginize	dergi-niz-e	N-PSS2P-DAT	3
dergi	derginizde	dergi-niz-de	N-PSS2P-LOC	4
dergi	dergiye	dergi-ye	N-DAT	92
dergi	dergimizi	dergi-miz-i	N-PSS1P-ACC	14
dergi	dergini	dergi-n-i	N-PSS2S-ACC	1
dergi	dergimiz	dergi-miz	N-PSS1P	75
dergi	dergilerimize	dergi-ler-imiz-e	N-PL-PSS1P-DAT	2
dergi	dergisi	dergi-si	N-PSS3S	1968
dergi	dergilerden	dergi-ler-den	N-PL-ABL	25
deri	deriyi	deri-yi	N-ACC	20
deri	derilerin	deri-ler-in	N-PL-PSS2S	5
deri	deriden	deri-den	N-ABL	48
deri	derilerinin	deri-ler-i-nin	N-PL-PSS3S-GEN	7
deri	derinde	deri-n-de	N-PSS2S-LOC	21
deri	derimize	deri-miz-e	N-PSS1P-DAT	3
deri	deriler	deri-ler	N-PL	21
deri	derileri	deri-ler-i	N-PL-PSS3S	36
deri	derimizin	deri-miz-in	N-PSS1P-GEN	3
deri	derinizi	deri-niz-i	N-PSS2P-ACC	4
deri	deride	deri-de	N-LOC	78
deri	deri	deri	N	1071
deri	derilere	deri-ler-e	N-PL-DAT	3
deri	derisinin	deri-si-nin	N-PSS3S-GEN	15
deri	derinin	deri-nin	N-GEN	89
deri	derine	deri-n-e	N-PSS2S-DAT	52
deri	derilerde	deri-ler-de	N-PL-LOC	7
deri	derimizden	deri-miz-den	N-PSS1P-ABL	1
deri	derinize	deri-niz-e	N-PSS2P-DAT	3
deri	deriye	deri-ye	N-DAT	47
deri	derini	deri-n-i	N-PSS2S-ACC	2
deri	derimiz	deri-miz	N-PSS1P	7
deri	derisi	deri-si	N-PSS3S	71
deri	derinden	deri-n-den	N-PSS2S-ABL	152
deri	derilerden	deri-ler-den	N-PL-ABL	2
dernek	derneklerinin	dernek-ler-i-nin	N-PL-PSS3S-GEN	40
dernek	dernek	dernek	N	1800
dernek	derneklere	dernek-ler-e	N-PL-DAT	54
dernek	dernekler	dernek-ler	N-PL	351
dernek	dernekten	dernek-ten	N-ABL	37
dernek	dernekte	dernek-te	N-LOC	38
dernek	derneklerimizi	dernek-ler-imiz-i	N-PL-PSS1P-ACC	1
dernek	derneklerin	dernek-ler-in	N-PL-GEN	90
dernek	derneklerde	dernek-ler-de	N-PL-LOC	20
dernek	derneklerimiz	dernek-ler-imiz	N-PL-PSS1P	11
dernek	derneklerimizin	dernek-ler-imiz-in	N-PL-PSS1P-GEN	9
dernek	derneklerden	dernek-ler-den	N-PL-ABL	11
ders	dersimizde	ders-imiz-de	N-PSS1P-LOC	7
ders	derslerimizi	ders-ler-imiz-i	N-PL-PSS1P-ACC	6
ders	derslerinizin	ders-ler-iniz-in	N-PL-PSS2P-GEN	3
ders	derslerimizin	ders-ler-imiz-in	N-PL-PSS1P-GEN	3
ders	dersi	ders-i	N-PSS3S	774
ders	dersin	ders-in	N-GEN	724
ders	derslerin	ders-ler-in	N-PL-GEN	599
ders	dersten	ders-ten	N-ABL	242
ders	derslerinin	ders-ler-i-nin	N-PL-PSS3S-GEN	128
ders	derslerinizi	ders-ler-iniz-i	N-PL-PSS2P-ACC	2
ders	derslerimizde	ders-ler-imiz-de	N-PL-PSS1P-LOC	9
ders	dersimize	ders-imiz-e	N-PSS1P-DAT	2
ders	dersler	ders-ler	N-PL	1335
ders	dersleri	ders-ler-i	N-PL-PSS3S	871
ders	dersinizin	ders-iniz-in	N-PSS2P-GEN	1
ders	dersimizin	ders-imiz-in	N-PSS1P-GEN	2
ders	dersinizi	ders-iniz-i	N-PSS2P-ACC	3
ders	derste	ders-te	N-LOC	325
ders	ders	ders	N	4281
ders	derslerinizde	ders-ler-iniz-de	N-PL-PSS2P-LOC	2
ders	derslerimizden	ders-ler-imiz-den	N-PL-PSS1P-ABL	3
ders	derslerinize	ders-ler-iniz-e	N-PL-PSS2P-DAT	5
ders	derslere	ders-ler-e	N-PL-DAT	317
ders	dersinin	ders-i-nin	N-PSS3S-GEN	73
ders	derslerimiz	ders-ler-imiz	N-PL-PSS1P	8
ders	derslerde	ders-ler-de	N-PL-LOC	245
ders	dersinize	ders-iniz-e	N-PSS2P-DAT	4
ders	dersinden	ders-in-den	N-PSS2S-ABL	44
ders	dersinizde	ders-iniz-de	N-PSS2P-LOC	2
ders	dersimizi	ders-imiz-i	N-PSS1P-ACC	4
ders	dersimiz	ders-imiz	N-PSS1P	16
ders	derslerimize	ders-ler-imiz-e	N-PL-PSS1P-DAT	5
ders	derslerden	ders-ler-den	N-PL-ABL	302
derviş	dervişi	derviş-i	N-PSS3S	4
derviş	dervişin	derviş-in	N-GEN	4
derviş	dervişlerin	derviş-ler-in	N-PL-GEN	6
derviş	dervişlerinin	derviş-ler-i-nin	N-PL-PSS3S-GEN	3
derviş	dervişler	derviş-ler	N-PL	11
derviş	dervişleri	derviş-ler-i	N-PL-PSS3S	2
derviş	derviş	derviş	N	188
derviş	dervişlere	derviş-ler-e	N-PL-DAT	1
derviş	dervişinin	derviş-i-nin	N-PSS3S-GEN	1
derviş	dervişe	derviş-e	N-DAT	1
desen	desenlerimizi	desen-ler-imiz-i	N-PL-PSS1P-ACC	1
desen	deseni	desen-i	N-PSS3S	78
desen	desenin	desen-in	N-GEN	12
desen	desenlerin	desen-ler-in	N-PL-GEN	9
desen	desenden	desen-den	N-ABL	3
desen	desenlerinin	desen-ler-i-nin	N-PL-PSS3S-GEN	2
desen	desenler	desen-ler	N-PL	35
desen	desenleri	desen-ler-i	N-PL-PSS3S	41
desen	desende	desen-de	N-LOC	16
desen	desen	desen	N	217
desen	desenlere	desen-ler-e	N-PL-DAT	5
desen	deseninin	desen-i-nin	N-PSS3S-GEN	6
desen	desenlerimiz	desen-ler-imiz	N-PL-PSS1P	1
desen	desenlerde	desen-ler-de	N-PL-LOC	19
desen	desenlerden	desen-ler-den	N-PL-ABL	3
destan	destanı	destan-ı	N-PSS3S	74
destan	destanın	destan-ın	N-GEN	13
destan	destanların	destan-lar-ın	N-PL-GEN	5
destan	destanlarının	destan-lar-ı-nın	N-PL-PSS3S-GEN	14
destan	destanlar	destan-lar	N-PL	16
destan	destanları	destan-lar-ı	N-PL-ACC	24
destan	destanda	destan-da	N-LOC	4
destan	destan	destan	N	92
destan	destanlara	destan-lar-a	N-PL-DAT	3
destan	destanının	destan-ı-nın	N-PSS3S-GEN	8
destan	destanlarımız	destan-lar-ımız	N-PL-PSS1P	2
destan	destanlarda	destan-lar-da	N-PL-LOC	5
destan	destana	destan-a	N-DAT	5
destan	destanlardan	destan-lar-dan	N-PL-ABL	2
dev	devin	dev-in	N-GEN	13
dev	devlerinin	dev-ler-i-nin	N-PL-PSS3S-GEN	10
dev	dev	dev	N	542
devim	devim	devim	N	1
dev	devlere	dev-ler-e	N-PL-DAT	1
dev	devinin	dev-i-nin	N-PSS3S-GEN	8
deve	deve	deve	N	84
dev	devler	dev-ler	N-PL	12
dev	devi	dev-i	N-PSS3S	61
dev	devleri	dev-ler-i	N-PL-PSS3S	23
dev	devlerin	dev-ler-in	N-PL-GEN	8
deve	develer	deve-ler	N-PL	10
deve	develere	deve-ler-e	N-PL-DAT	2
deve	devenin	deve-nin	N-GEN	7
deve	deveye	deve-ye	N-DAT	7
deve	deveyi	deve-yi	N-ACC	4
deve	develerin	deve-ler-in	N-PL-GEN	4
deve	deveden	deve-den	N-ABL	2
deve	devede	deve-de	N-LOC	3
devinim	devinimi	devinim-i	N-PSS3S	7
devinim	devinimin	devinim-in	N-GEN	1
devinim	devinimlerin	devinim-ler-in	N-PL-GEN	4
devinim	devinimler	devinim-ler	N-PL	3
devinim	devinimleri	devinim-ler-i	N-PL-PSS3S	2
devinim	devinim	devinim	N	18
devinim	devinimlere	devinim-ler-e	N-PL-DAT	1
devinim	deviniminin	devinim-i-nin	N-PSS3S-GEN	1
devinim	devinime	devinim-e	N-DAT	4
devinim	devinimlerden	devinim-ler-den	N-PL-ABL	1
devir	devirlerinin	devir-ler-i-nin	N-PL-PSS3S-GEN	7
devir	devir	devir	N	785
devir	devirlere	devir-ler-e	N-PL-DAT	16
devir	devirler	devir-ler	N-PL	43
devir	devirden	devir-den	N-ABL	8
devir	devirleri	devir-ler-i	N-PL-PSS3S	31
devir	devirde	devir-de	N-LOC	141
devir	devirlerin	devir-ler-in	N-PL-GEN	11
devir	devirlerde	devir-ler-de	N-PL-LOC	50
devir	devirlerden	devir-ler-den	N-PL-ABL	13
devrim	devrimlerimizin	devrim-ler-imiz-in	N-PL-PSS1P-GEN	1
devrim	devrimi	devrim-i	N-PSS3S	246
devrim	devrimin	devrim-in	N-GEN	55
devrim	devrimlerin	devrim-ler-in	N-PL-GEN	21
devrim	devrimden	devrim-den	N-ABL	3
devrim	devrimlerinin	devrim-ler-i-nin	N-PL-PSS3S-GEN	14
devrim	devrimimize	devrim-imiz-e	N-PSS1P-DAT	1
devrim	devrimler	devrim-ler	N-PL	29
devrim	devrimleri	devrim-ler-i	N-PL-ACC	35
devrim	devrimde	devrim-de	N-LOC	1
devrim	devrim	devrim	N	339
devrim	devrimlere	devrim-ler-e	N-PL-DAT	6
devrim	devriminin	devrim-i-nin	N-PSS3S-GEN	63
devrim	devrimlerde	devrim-ler-de	N-PL-LOC	1
devrim	devrime	devrim-e	N-DAT	19
devrim	devrimimizi	devrim-imiz-i	N-PSS1P-ACC	1
devrim	devrimimiz	devrim-imiz	N-PSS1P	2
devrim	devrimlerden	devrim-ler-den	N-PL-ABL	7
deyim	deyimlerimizin	deyim-ler-imiz-in	N-PL-PSS1P-GEN	1
deyim	deyimi	deyim-i	N-PSS3S	152
deyim	deyimin	deyim-in	N-GEN	9
deyim	deyimlerin	deyim-ler-in	N-PL-GEN	22
deyim	deyimden	deyim-den	N-ABL	2
deyim	deyimlerinin	deyim-ler-i-nin	N-PL-PSS3S-GEN	7
deyim	deyimler	deyim-ler	N-PL	53
deyim	deyimleri	deyim-ler-i	N-PL-PSS3S	33
deyim	deyimde	deyim-de	N-LOC	5
deyim	deyim	deyim	N	114
deyim	deyimlere	deyim-ler-e	N-PL-DAT	4
deyim	deyiminin	deyim-i-nin	N-PSS3S-GEN	24
deyim	deyimlerimiz	deyim-ler-imiz	N-PL-PSS1P	2
deyim	deyimlerde	deyim-ler-de	N-PL-LOC	8
deyim	deyime	deyim-e	N-DAT	6
deyim	deyimlerimize	deyim-ler-imiz-e	N-PL-PSS1P-DAT	1
deyim	deyimlerden	deyim-ler-den	N-PL-ABL	4
değirmen	değirmeni	değirmen-i	N-PSS3S	21
değirmen	değirmenin	değirmen-in	N-GEN	7
değirmen	değirmenlerin	değirmen-ler-in	N-PL-GEN	4
değirmen	değirmenden	değirmen-den	N-ABL	3
değirmen	değirmenlerinin	değirmen-ler-i-nin	N-PL-PSS3S-GEN	1
değirmen	değirmenler	değirmen-ler	N-PL	10
değirmen	değirmenleri	değirmen-ler-i	N-PL-ACC	7
değirmen	değirmende	değirmen-de	N-LOC	7
değirmen	değirmen	değirmen	N	53
değirmen	değirmenlere	değirmen-ler-e	N-PL-DAT	1
değirmen	değirmeninin	değirmen-i-nin	N-PSS3S-GEN	5
değirmen	değirmenlerde	değirmen-ler-de	N-PL-LOC	2
değirmen	değirmene	değirmen-e	N-DAT	3
değirmen	değirmenlerden	değirmen-ler-den	N-PL-ABL	3
değişke	değişkenin	değişke-nin	N-GEN	65
değişken	değişkenlere	değişken-ler-e	N-PL-DAT	34
değişken	değişkene	değişken-e	N-DAT	26
değişken	değişkenler	değişken-ler	N-PL	141
değişke	değişkeni	değişke-n-i	N-PSS2S-ACC	49
değişken	değişkeninizin	değişken-iniz-in	N-PSS2P-GEN	2
değişken	değişkenlerin	değişken-ler-in	N-PL-GEN	69
değişken	değişkenlerde	değişken-ler-de	N-PL-LOC	9
değişken	değişkeninizi	değişken-iniz-i	N-PSS2P-ACC	1
dikdörtgen	dikdörtgeni	dikdörtgen-i	N-PSS3S	1
dikdörtgen	dikdörtgenin	dikdörtgen-in	N-GEN	11
dikdörtgen	dikdörtgenlerin	dikdörtgen-ler-in	N-PL-GEN	2
dikdörtgen	dikdörtgenler	dikdörtgen-ler	N-PL	2
dikdörtgen	dikdörtgen	dikdörtgen	N	127
dikdörtgen	dikdörtgene	dikdörtgen-e	N-DAT	1
dikiş	dikişlerinizin	dikiş-ler-iniz-in	N-PL-PSS2P-GEN	1
dikiş	dikişi	dikiş-i	N-PSS3S	6
dikiş	dikişin	dikiş-in	N-GEN	1
dikiş	dikişlerin	dikiş-ler-in	N-PL-GEN	4
dikiş	dikişlerinizi	dikiş-ler-iniz-i	N-PL-PSS2P-ACC	2
dikiş	dikişler	dikiş-ler	N-PL	8
dikiş	dikişinin	dikiş-i-nin	N-PSS3S-GEN	1
dikiş	dikişlerde	dikiş-ler-de	N-PL-LOC	1
dikiş	dikişe	dikiş-e	N-DAT	2
dikiş	dikişimiz	dikiş-imiz	N-PSS1P	1
dikkat	dikkatlerimizi	dikkat-ler-imiz-i	N-PL-PSS1P-ACC	4
dikkat	dikkati	dikkat-i	N-PSS3S	397
dikkat	dikkatin	dikkat-in	N-GEN	27
dikkat	dikkatlerin	dikkat-ler-in	N-PL-PSS2S	9
dikkat	dikkatten	dikkat-ten	N-ABL	3
dikkat	dikkatlerinin	dikkat-ler-i-nin	N-PL-PSS3S-GEN	1
dikkat	dikkatlerinizi	dikkat-ler-iniz-i	N-PL-PSS2P-ACC	4
dikkat	dikkatimize	dikkat-imiz-e	N-PSS1P-DAT	1
dikkat	dikkatler	dikkat-ler	N-PL	8
dikkat	dikkatleri	dikkat-ler-i	N-PL-PSS3S	79
dikkat	dikkatinizin	dikkat-iniz-in	N-PSS2P-GEN	3
dikkat	dikkatimizin	dikkat-imiz-in	N-PSS1P-GEN	1
dikkat	dikkatinizi	dikkat-iniz-i	N-PSS2P-ACC	86
dikkat	dikkatte	dikkat-te	N-LOC	3
dikkat	dikkat	dikkat	N	3464
dikkat	dikkatlerimizden	dikkat-ler-imiz-den	N-PL-PSS1P-ABL	1
dikkat	dikkatlerinize	dikkat-ler-iniz-e	N-PL-PSS2P-DAT	8
dikkat	dikkatinin	dikkat-i-nin	N-PSS3S-GEN	16
dikkat	dikkatiniz	dikkat-iniz	N-PSS2P	8
dikkat	dikkatinize	dikkat-iniz-e	N-PSS2P-DAT	12
dikkat	dikkate	dikkat-e	N-DAT	2006
dikkat	dikkatimizi	dikkat-imiz-i	N-PSS1P-ACC	39
dikkat	dikkatimiz	dikkat-imiz	N-PSS1P	4
dikkat	dikkatlerden	dikkat-ler-den	N-PL-ABL	8
dilber	dilberin	dilber-in	N-GEN	1
dilber	dilberlerinin	dilber-ler-i-nin	N-PL-PSS3S-GEN	2
dilber	dilber	dilber	N	10
dilber	dilberler	dilber-ler	N-PL	1
dilber	dilberi	dilber-i	N-PSS3S	6
dilber	dilberlerin	dilber-ler-in	N-PL-GEN	2
dilbilim	dilbilimler	dilbilim-ler	N-PL	1
dilbilim	dilbilimin	dilbilim-in	N-GEN	5
dilbilim	dilbilime	dilbilim-e	N-DAT	9
dilbilim	dilbilimi	dilbilim-i	N-PSS3S	18
dilbilim	dilbilim	dilbilim	N	77
dilek	dileklerimizi	dilek-ler-imiz-i	N-PL-PSS1P-ACC	23
dilek	dileklerimizin	dilek-ler-imiz-in	N-PL-PSS1P-GEN	1
dilek	dileklerin	dilek-ler-in	N-PL-GEN	3
dilek	dilekten	dilek-ten	N-ABL	1
dilek	dileklerinin	dilek-ler-i-nin	N-PL-PSS3S-GEN	3
dilek	dileklerinizi	dilek-ler-iniz-i	N-PL-PSS2P-ACC	8
dilek	dilekler	dilek-ler	N-PL	15
dilek	dilekleri	dilek-ler-i	N-PL-PSS3S	20
dilek	dilekte	dilek-te	N-LOC	16
dilek	dilek	dilek	N	297
dilek	dileklere	dilek-ler-e	N-PL-DAT	1
dilek	dileklerimiz	dilek-ler-imiz	N-PL-PSS1P	2
dilek	dileklerde	dilek-ler-de	N-PL-LOC	13
dilek	dileklerden	dilek-ler-den	N-PL-ABL	2
dilim	dilimi	dilim-i	N-PSS3S	108
dilim	dilimin	dilim-in	N-GEN	13
dilim	dilimlerin	dilim-ler-in	N-PL-GEN	4
dilim	dilimden	dilim-den	N-ABL	6
dilim	dilimlerinin	dilim-ler-i-nin	N-PL-PSS3S-GEN	8
dilim	dilimler	dilim-ler	N-PL	24
dilim	dilimleri	dilim-ler-i	N-PL-PSS3S	56
dilim	dilimde	dilim-de	N-LOC	17
dilim	dilim	dilim	N	112
dilim	dilimlere	dilim-ler-e	N-PL-DAT	5
dilim	diliminin	dilim-i-nin	N-PSS3S-GEN	6
dilim	dilimlerde	dilim-ler-de	N-PL-LOC	1
dilim	dilime	dilim-e	N-DAT	14
dilim	dilimlerden	dilim-ler-den	N-PL-ABL	2
dinamit	dinamitler	dinamit-ler	N-PL	1
dinamit	dinamit	dinamit	N	22
dinleti	dinletiyi	dinleti-yi	N-ACC	2
dinleti	dinletilerin	dinleti-ler-in	N-PL-GEN	1
dinleti	dinletileri	dinleti-ler-i	N-PL-PSS3S	4
dinleti	dinleti	dinleti	N	8
dinleti	dinletilere	dinleti-ler-e	N-PL-DAT	1
dinleti	dinletisinin	dinleti-si-nin	N-PSS3S-GEN	2
dinleti	dinletiniz	dinleti-niz	N-PSS2P	1
dinleti	dinletisi	dinleti-si	N-PSS3S	26
dinozor	dinozor	dinozor	N	3
dinozor	dinozorlara	dinozor-lar-a	N-PL-DAT	1
dinozor	dinozorlar	dinozor-lar	N-PL	10
dinozor	dinozorların	dinozor-lar-ın	N-PL-GEN	2
direk	direklerinin	direk-ler-i-nin	N-PL-PSS3S-GEN	4
direk	direk	direk	N	354
direk	direklere	direk-ler-e	N-PL-DAT	5
direk	direkler	direk-ler	N-PL	27
direk	direkten	direk-ten	N-ABL	3
direk	direkleri	direk-ler-i	N-PL-PSS3S	27
direk	direkte	direk-te	N-LOC	3
direk	direklerin	direk-ler-in	N-PL-GEN	4
direk	direklerinizi	direk-ler-iniz-i	N-PL-PSS2P-ACC	1
direk	direklerde	direk-ler-de	N-PL-LOC	5
direk	direklerden	direk-ler-den	N-PL-ABL	2
dirim	dirimlerin	dirim-ler-in	N-PL-GEN	1
dirim	dirim	dirim	N	2
dirsek	dirseklerin	dirsek-ler-in	N-PL-GEN	3
dirsek	dirsekten	dirsek-ten	N-ABL	6
dirsek	dirseklerinin	dirsek-ler-i-nin	N-PL-PSS3S-GEN	1
dirsek	dirseklerinizi	dirsek-ler-iniz-i	N-PL-PSS2P-ACC	2
dirsek	dirsekler	dirsek-ler	N-PL	8
dirsek	dirsekleri	dirsek-ler-i	N-PL-PSS3S	1
dirsek	dirsekte	dirsek-te	N-LOC	3
dirsek	dirsek	dirsek	N	61
dirsek	dirseklere	dirsek-ler-e	N-PL-DAT	2
dirsek	dirseklerde	dirsek-ler-de	N-PL-LOC	2
dirsek	dirseklerden	dirsek-ler-den	N-PL-ABL	1
disket	disketlerinizin	disket-ler-iniz-in	N-PL-PSS2P-GEN	2
disket	disketi	disket-i	N-PSS3S	73
disket	disketin	disket-in	N-GEN	22
disket	disketlerin	disket-ler-in	N-PL-GEN	7
disket	disketten	disket-ten	N-ABL	12
disket	disketlerinin	disket-ler-i-nin	N-PL-PSS3S-GEN	1
disket	disketlerinizi	disket-ler-iniz-i	N-PL-PSS2P-ACC	2
disket	disketler	disket-ler	N-PL	15
disket	disketleri	disket-ler-i	N-PL-PSS3S	20
disket	disketinizi	disket-iniz-i	N-PSS2P-ACC	1
disket	diskette	disket-te	N-LOC	10
disket	disket	disket	N	211
disket	disketlere	disket-ler-e	N-PL-DAT	17
disket	disketinin	disket-i-nin	N-PSS3S-GEN	5
disket	disketlerde	disket-ler-de	N-PL-LOC	2
disket	disketiniz	disket-iniz	N-PSS2P	1
disket	diskete	disket-e	N-DAT	49
disket	disketlerden	disket-ler-den	N-PL-ABL	6
disko	diskomuzda	disko-muz-da	N-PSS1P-LOC	1
disko	diskolar	disko-lar	N-PL	3
disko	diskoları	disko-lar-ı	N-PL-PSS3S	1
disko	diskoda	disko-da	N-LOC	3
disko	disko	disko	N	9
disko	diskolara	disko-lar-a	N-PL-DAT	2
disko	diskolarımız	disko-lar-ımız	N-PL-PSS1P	1
disko	diskolarda	disko-lar-da	N-PL-LOC	2
disko	diskoya	disko-ya	N-DAT	4
disko	diskosu	disko-su	N-PSS3S	4
diskotek	diskotekten	diskotek-ten	N-ABL	1
diskotek	diskotekler	diskotek-ler	N-PL	2
diskotek	diskotekleri	diskotek-ler-i	N-PL-PSS3S	1
diskotek	diskotekte	diskotek-te	N-LOC	1
diskotek	diskotek	diskotek	N	9
diyapazon	diyapazondan	diyapazon-dan	N-ABL	1
dize	dizelerimizi	dize-ler-imiz-i	N-PL-PSS1P-ACC	2
dize	dizelerin	dize-ler-in	N-PL-GEN	3
dize	dizelerinin	dize-ler-i-nin	N-PL-PSS3S-GEN	1
dize	dizeler	dize-ler	N-PL	12
dize	dizeleri	dize-ler-i	N-PL-ACC	8
dize	dizede	dize-de	N-LOC	1
dize	dize	dize	N	50
dize	dizelere	dize-ler-e	N-PL-DAT	2
dize	dizesinin	dize-si-nin	N-PSS3S-GEN	2
dize	dizenin	dize-nin	N-GEN	2
dize	dizesi	dize-si	N-PSS3S	4
dize	dizelerden	dize-ler-den	N-PL-ABL	1
dizem	dizemi	dizem-i	N-PSS3S	2
dizem	dizemler	dizem-ler	N-PL	1
dizem	dizem	dizem	N	1
dizem	dizeme	dizem-e	N-DAT	4
dizi	diziyi	dizi-yi	N-ACC	14
dizin	dizin	dizin	N	214
dizi	dizilerin	dizi-ler-in	N-PL-GEN	16
dizi	diziden	dizi-den	N-ABL	6
dizi	dizilerinin	dizi-ler-i-nin	N-PL-PSS3S-GEN	9
diz	dizimize	diz-imiz-e	N-PSS1P-DAT	5
dizi	diziler	dizi-ler	N-PL	57
dizi	dizileri	dizi-ler-i	N-PL-PSS3S	64
diz	dizimizin	diz-imiz-in	N-PSS1P-GEN	5
diz	dizinizi	diz-iniz-i	N-PSS2P-ACC	1
dizi	dizide	dizi-de	N-LOC	23
dizi	dizi	dizi	N	695
dizi	dizilere	dizi-ler-e	N-PL-DAT	2
dizi	dizisinin	dizi-si-nin	N-PSS3S-GEN	33
dizi	dizinin	dizi-nin	N-GEN	82
dizin	dizine	dizin-e	N-DAT	51
dizi	dizilerimiz	dizi-ler-imiz	N-PL-PSS1P	1
dizi	dizilerde	dizi-ler-de	N-PL-LOC	9
diz	dizinize	diz-iniz-e	N-PSS2P-DAT	1
dizi	diziye	dizi-ye	N-DAT	9
diz	dizimizi	diz-imiz-i	N-PSS1P-ACC	2
dizin	dizini	dizin-i	N-PSS3S	127
